lineId	chId	mId	chName	dialogue
L68058	u3892	m258	BENNY	Concentrate on the ball. Shoot.
L68057	u3891	m258	BASQUIAT	I am... On Gina.  Fuck ? I didn't think we were actually gonna do this.
L68056	u3892	m258	BENNY	Come on, Jean. Get rid of your cigarette. Concentrate.
L67999	u3891	m258	BASQUIAT	We're getting married. She said she could tell I was a great artist ? she could see it in my eyes. She said she wanted to be by my side and have inter-racial babies with me.
L67998	u3892	m258	BENNY	You got a date already?
L67997	u3892	m258	BENNY	Thanks.  Your dad called again ? something about a job.
L67996	u3891	m258	BASQUIAT	I knew I left these somewhere. One of these'll send your kids to college someday.  Here ? I made this for you.
L67995	u3891	m258	BASQUIAT	"Yeah man. I'm jealous. You're always great, Benny.  ""Her name is G-I-N-A Gina And she lo-oooves me."" I did say chicken!"
L67994	u3892	m258	BENNY	Would you shut the fuck up? You hear what I'm doing?
L67993	u3891	m258	BASQUIAT	She loves me. Oh yeah she loves me! She loooooooves me, Oh yeah she loves me! Bring me some chicken, baby!
L67954	u3891	m258	BASQUIAT	Oh yeah..
L67953	u3892	m258	BENNY	SAMO.
L67952	u3891	m258	BASQUIAT	Who am I?
L67951	u3892	m258	BENNY	The Devil, man. Rene Ricard. Art critic ? writes for Artforum. People read him. Tell him who you are..
L67950	u3891	m258	BASQUIAT	Who's that?
L67946	u3891	m258	BASQUIAT	Willie Mays.
L67945	u3892	m258	BENNY	Hey ? Willie Mays.
L68508	u3891	m258	BASQUIAT	What's his name?
L68507	u3899	m258	GINA	You don't have to be sorry. There's no one to blame. Jean, you're a real artist. I thought I was one. You made me realize I wasn't.
L68502	u3899	m258	GINA	I don't believe it, Jean ? they're picking straws.
L68501	u3891	m258	BASQUIAT	Baby, I think about you a lot. I'm really sorry about everything. You have to believe me. I'm serious. I wish, y'know, that we were ?
L68493	u3891	m258	BASQUIAT	George?
L68492	u3899	m258	GINA	That is amazing. What year is it?
L68491	u3891	m258	BASQUIAT	Forget it.
L68490	u3899	m258	GINA	What's that about?
L68489	u3891	m258	BASQUIAT	Wow. Congratulations. I hate that asshole.  Thanks for coming. I guess I just wanted to find out how you're ?
L68488	u3899	m258	GINA	Pretty much the same.
L68487	u3891	m258	BASQUIAT	How is he?
L68486	u3899	m258	GINA	So. Are you ready? I start Columbia next fall. Of course, there's like, a year of pre-med stuff, but ? whatever. I'm really excited.  And: Rene gave me a job as his secretary. His poems are getting published.
L68483	u3891	m258	BASQUIAT	Why does everybody say that? He's the only person I know who doesn't need to use me.
L68482	u3899	m258	GINA	Don't you think he's using you?
L68481	u3891	m258	BASQUIAT	He's not. He's out of town and he calls me every day. What's weird about him?
L68480	u3899	m258	GINA	So are you really friends with Andy? He seems like such a weirdo.
L68312	u3891	m258	BASQUIAT	A present I picked up for you.
L68311	u3899	m258	GINA	What's that?
L68310	u3891	m258	BASQUIAT	Hi.
L68309	u3899	m258	GINA	Hi.
L68208	u3899	m258	GINA	You're your own baby.
L68207	u3891	m258	BASQUIAT	What's wrong with me?
L68206	u3899	m258	GINA	You mean babies with you?
L68205	u3891	m258	BASQUIAT	... babies.
L68204	u3891	m258	BASQUIAT	Think so?
L68203	u3899	m258	GINA	It looks done.
L68200	u3899	m258	GINA	Staten Island would be ok.
L68199	u3891	m258	BASQUIAT	Oahu, Lanai, Niihau, Kahoolawee ?
L68198	u3899	m258	GINA	I hadn't thought about it.
L68197	u3891	m258	BASQUIAT	Which island of Hawaii do you want our house to be on? Maui? Kaui? Molokai?
L68180	u3899	m258	GINA	Well thanks!
L68179	u3891	m258	BASQUIAT	You look fucking beautiful, beautiful.
L68132	u3891	m258	BASQUIAT	You want some?
L68131	u3899	m258	GINA	Basquiat, don't lie.  This is smack.
L68129	u3899	m258	GINA	Basquiat, what did you take?
L68128	u3891	m258	BASQUIAT	I'm your family.
L68127	u3899	m258	GINA	You're blaming me? I had to go see my family.
L68126	u3891	m258	BASQUIAT	It's not Sunday? I missed you. You shouldn't leave me alone.
L68125	u3899	m258	GINA	It's Monday morning.
L68124	u3891	m258	BASQUIAT	You're back.
L68123	u3899	m258	GINA	Oh, God, Basquiat, you scared the shit out of me. How the fuck could you do that to yourself?
L68122	u3891	m258	BASQUIAT	... What's the matter?
L68110	u3891	m258	BASQUIAT	Manzanita....  ... if one day I die, and you read this piece of paper, I want you to know how much I love you. Although I'll never see you again, Gypsy, Gypsy, your hair, your hair, your face, your face'
L68109	u3899	m258	GINA	What who's saying?
L68108	u3891	m258	BASQUIAT	Do you know what he's saying?
L68107	u3899	m258	GINA	You don't have any fucking money..
L68106	u3891	m258	BASQUIAT	... I'll buy you some new ones.
L68105	u3899	m258	GINA	I'm going to my parents this weekend. What am I going to wear?  How could you do that to me?
L68104	u3891	m258	BASQUIAT	C'mon, baby, I painted them for you. They're beautiful now.
L68103	u3899	m258	GINA	Basquiat, those are my best clothes!!! What are you doing?
L68030	u3899	m258	GINA	A friend of mine offered me a job doing a little work installing a show in a gallery. He's an electrician. I was supposed to be there an hour ago.
L68029	u3891	m258	BASQUIAT	Wanna go get some breakfast?
L68021	u3899	m258	GINA	I do.  I just said that. I was never here before. I actually like it.
L68020	u3891	m258	BASQUIAT	I thought you hated this place?
L67986	u3899	m258	GINA	Yeah, if you have any dimes left. 477- 0496.
L67985	u3891	m258	BASQUIAT	Party girls? Can I call you?
L67984	u3899	m258	GINA	I don't go there. Too many party girls.
L67983	u3891	m258	BASQUIAT	Just come to the Mudd Club on Friday.
L67982	u3899	m258	GINA	You do! You definitely do.
L67981	u3891	m258	BASQUIAT	I'm clean. Smell me. I always smell good. I don't know why, I just do!
L67980	u3899	m258	GINA	Have you been camping? You could use a scrub.
L67977	u3899	m258	GINA	I think I could do that alone.
L67976	u3891	m258	BASQUIAT	Can I walk you home?
L67975	u3899	m258	GINA	Guess I just got sick of him.
L67974	u3891	m258	BASQUIAT	I guess you did.
L67973	u3899	m258	GINA	No, don't tell me ? you just got fired by your crazy boss.
L68459	u3891	m258	BASQUIAT	I'll take it.  Andy, gimme three thousand dollars.  Just the caviar ? I'll get the rest.
L68458	u3896	m258	COUNTERMAN	It's three thousand dollars!
L68457	u3891	m258	BASQUIAT	I'll take the whole tin.
L68456	u3896	m258	COUNTERMAN	Yeah, it's the best one.
L68455	u3891	m258	BASQUIAT	Is that the best quality you have?
L68297	u3896	m258	COUNTERMAN	You only want one Big Mac?
L68296	u3891	m258	BASQUIAT	Forget it .I'll take six, no, seven chocolate shakes, an order of fries, a Big Mac, and two apple pies.
L68295	u3896	m258	COUNTERMAN	You want three Big Macs, two chocolate shakes, two orders of fries, and an apple pie.
L68294	u3891	m258	BASQUIAT	I'll take three big Macs, two chocolate shakes, two orders of fries, and an apple pie.
L68379	u3891	m258	BASQUIAT	Nice to meet you, Shenge. Want a job?
L68378	u3897	m258	DRIVER	They call me Steve, but I prefer Shenge.
L68377	u3891	m258	BASQUIAT	What's your name, man?
L68375	u3891	m258	BASQUIAT	Sure. I'd be glad to.
L68374	u3897	m258	DRIVER	Would you check out my studio some time?
L68373	u3891	m258	BASQUIAT	That's great.
L68372	u3897	m258	DRIVER	You did it! You made it. I'm a painter, too.
L68371	u3891	m258	BASQUIAT	Me? Why?
L68370	u3897	m258	DRIVER	I really... admire you.
L68648	u3908	m258	STELLA	Thanks
L68647	u3891	m258	BASQUIAT	See you later.
L68646	u3891	m258	BASQUIAT	Stand still.
L68645	u3908	m258	STELLA	Some of them.
L68644	u3891	m258	BASQUIAT	You like your dad's paintings?
L68643	u3908	m258	STELLA	I've seen you before. I like your paintings a lot. Your hair was different.
L68642	u3891	m258	BASQUIAT	Hi.
L68641	u3908	m258	STELLA	Hi.
L68308	u3891	m258	BASQUIAT	No name? That's ok. I'll just call you Big Pink.
L68307	u3893	m258	BIG PINK	You're a fast mover.
L68306	u3891	m258	BASQUIAT	Oh. I didn't know. I'll take you to the best restaurant in town.  You'll miss a great meal and I'll keep the scarf, anyway. What's your name?
L68305	u3893	m258	BIG PINK	I don't eat junk food.
L68304	u3891	m258	BASQUIAT	Have a Mac.
L68303	u3893	m258	BIG PINK	No, I'd like the scarf.
L68302	u3891	m258	BASQUIAT	Wanna Mac?
L68301	u3893	m258	BIG PINK	Come on.
L68300	u3891	m258	BASQUIAT	I'd like to squeeze your titties.
L68299	u3893	m258	BIG PINK	How can I ever thank you?
L68017	u3891	m258	BASQUIAT	Fame. My liquid hijack Marlboros and the moon and the cow that jumped over it.
L68016	u3895	m258	CHRIS	What? What do you want?
L68015	u3891	m258	BASQUIAT	You don't even know me. I want real respect.
L68014	u3895	m258	CHRIS	"What is it you want? Respect? I have respect for you, just for making this call. One philosopher said ""Sadness is a sin against the richness of the world."" Think about it. Feel it."
L68013	u3891	m258	BASQUIAT	No, I don't. I'm alone. We all are. Especially here. The world's unjust. The respect fools get. The disrespect I get.
L68012	u3895	m258	CHRIS	You see? You have someone to live for.
L68011	u3891	m258	BASQUIAT	No! I have a boyfriend. He loves me.
L68010	u3895	m258	CHRIS	What? Life's beautiful. Depression isn't permanent. Don't you believe that?  What is it ? did your girlfriend leave you?
L68009	u3891	m258	BASQUIAT	Life doesn't... make... sense. This city's k-killing me. I want my liquid hijack Marlboros!
L68008	u3895	m258	CHRIS	What? Wait a minute... talk to me.
L68007	u3891	m258	BASQUIAT	Haitian. I'm going to kill myself. I'm taking pills. Reds, blues, greens.
L68006	u3895	m258	CHRIS	That's a beautiful name. French?
L68568	u3906	m258	RENE	Thanks again for not inviting me. I'm only here on business.
L68567	u3891	m258	BASQUIAT	Hey, Rene.
L68365	u3906	m258	RENE	Forget it.
L68364	u3891	m258	BASQUIAT	I'll make you another one.
L68363	u3906	m258	RENE	You fucking little whore! You sold my painting! I'm gonna tell you something, brother ? when you're climbing up the ladder of success, don't kick out the rungs! Believe that shit.
L68259	u3891	m258	BASQUIAT	I can't. After the show.
L68258	u3906	m258	RENE	Thanks... I'll take it tonight.
L68257	u3891	m258	BASQUIAT	That one's for you.
L68256	u3906	m258	RENE	5:11.
L68255	u3891	m258	BASQUIAT	What time is it?
L68254	u3906	m258	RENE	So shut up and keep painting..
L68253	u3891	m258	BASQUIAT	So what?
L68252	u3906	m258	RENE	You're news. I want the scoop. I write it down. When I speak, no one believes me. But when I write it down, people know it's true.  There's never been a black painter in art history that's been considered really important, you know?
L68251	u3891	m258	BASQUIAT	Yes, Boss.  If you're so smart, why are you here with me in this basement?
L68250	u3906	m258	RENE	So keep painting.
L68249	u3906	m258	RENE	My point exactly.
L68248	u3891	m258	BASQUIAT	I didn't know Tony Bennett painted.
L68247	u3906	m258	RENE	Singing on stage and painting in your spare time.
L68246	u3891	m258	BASQUIAT	Tony Bennett... What do you mean?
L68245	u3906	m258	RENE	Fuck band practice... If you're gonna be a painter you're gonna have to break a few hearts ? you don't wanna be like Tony Bennett..
L68244	u3891	m258	BASQUIAT	Fuck...  I forgot about that.
L68243	u3906	m258	RENE	Uh huhh... Band practice?  It's Benny. He wants to know why you're not at band practice...?
L68166	u3891	m258	BASQUIAT	Jean Michel Basquiat.
L68165	u3906	m258	RENE	I can put you in the ring with him. Even book the dates.  But those big boys know how to fight. They could make you look real sissy.  I was looking at that painting upstairs. It's the first time a picture made me embarrassed to own anything.  So what's your real name? 'Samo?'
L68164	u3891	m258	BASQUIAT	Can you put me in the ring with him?
L68163	u3906	m258	RENE	"You heard of Albert Milo. I made that niggah. I'm Rene Ricard. Didn't you read ""Not About Albert Milo?"" I know who to hype. Baby, I'm gonna make you a star."
L68047	u3900	m258	GREG	I sculpt. I'm really just starting to find myself. How old are you? Twenty? You're just like I used to be. I'm forty-one. And I'm glad I haven't gotten any recognition. It gave me time to develop.
L68046	u3891	m258	BASQUIAT	I didn't know.
L68045	u3900	m258	GREG	Jean? Hold this, please.  You'll get there. But it's good to have something to fall back on. That's why I became an electrician. It pays the rent. Y'know, I'm an artist, too.
L68039	u3900	m258	GREG	That's impossible. I've got, like, five of 'em!
L68038	u3891	m258	BASQUIAT	You don't have any!!!
L68037	u3900	m258	GREG	Yeah.
L68036	u3891	m258	BASQUIAT	'Phillips head,' right?
L68035	u3891	m258	BASQUIAT	Yeah.
L68034	u3900	m258	GREG	A Phillips head. From the toolbox.
L68033	u3891	m258	BASQUIAT	A what?
L68032	u3900	m258	GREG	Jean, could you get me a Phillips screwdriver?
L67968	u3899	m258	GINA	I need this?
L67967	u3903	m258	LESHKO	I need this?
L67966	u3899	m258	GINA	I just don't think you're being fair.
L67965	u3903	m258	LESHKO	You nuts? Let him order? You on his side? You're not such a good waitress. You get out, too.
L67964	u3899	m258	GINA	Pipe down, Lech. Let him order.
L67963	u3903	m258	LESHKO	OK! Goodbye!
L68561	u3909	m258	TOXIC	That's ignorant.
L68560	u3905	m258	RAMMELLZEE	You're selling and ending the culture. Not one bit of information. Only to get the money and growl with the power, man.
L68559	u3909	m258	TOXIC	Man, I was up on him years ago on the IRT.
L68556	u3905	m258	RAMMELLZEE	I'm here for an interrogation. You've been called a graffiti artist and I wanna know why. All I see are scribble scrabble abstractions!
L68555	u3909	m258	TOXIC	Uh-oh!
L68554	u3905	m258	RAMMELLZEE	Yo... You know why Rammellzee's here, don't you?
L68553	u3909	m258	TOXIC	YO! Jean, this is Ramellzee.
L95571	u4136	m276	GEORGE	What plane?  We going someplace?  Where we headed?  You have your money.  It's all there.  What the fuck is going on?
L95570	u4123	m276	ALESSANDRO	On the plane.
L95569	u4136	m276	GEORGE	Where do you guys want to count?
L95568	u4123	m276	ALESSANDRO	Greetings, Mr. George.
L95541	u4136	m276	GEORGE	Um-hmm.
L95540	u4123	m276	ALESSANDRO	I've been holding this shit for him for three weeks.  You tell Diego I don't appreciate it.  You tell him I want my money by Friday.  Can you do that?
L95537	u4123	m276	ALESSANDRO	Oh, I see.  George.  Well, that explains everything.  Open your mouth, George.
L95536	u4136	m276	GEORGE	I don't know.  He sent me.  I'm George.
L95535	u4123	m276	ALESSANDRO	QUIET!  Callate!  Where's Diego?
L95932	u4136	m276	GEORGE	This is a one time thing, Gusto.  One and I'm out.  Give me a good price for old time's sake.  What do you think?
L95931	u4124	m276	AUGUSTO	Ha ha.  That's too much, Georgie.  Those days are over.  The rate is one-thousand dollars.  Inflation, you know?
L95930	u4136	m276	GEORGE	Five-thousand per kilo.
L95929	u4124	m276	AUGUSTO	Alright.  I'll ask Pablo, tell him it's for you.  I don't think there will be a problem.
L95928	u4136	m276	GEORGE	No.  I have the space.  I figured it out.  This is what I want to do.
L95927	u4124	m276	AUGUSTO	Three-hundred kilos is a very big load, Georgie.  Why don't we start small?
L95844	u4124	m276	AUGUSTO	A toast!  To Mister George Jung.  Mr. I 95, north and south.  My brother-in-law. Happy birthday!
L95843	u4136	m276	GEORGE	No honey, I'm alright.
L95740	u4136	m276	GEORGE	That's impossible.  We can't be up and running.  Who's distributing?
L95739	u4124	m276	AUGUSTO	Yes.  Jack Stevens is already a very busy man.  Along with many others.  You shouldn't stay away so long.
L95738	u4136	m276	GEORGE	He what?
L95737	u4124	m276	AUGUSTO	The word is that soon he is to be king of the middle empire.  He is doing multiple runs right now and using the island as a jump-off point.
L95736	u4136	m276	GEORGE	Motherfucker works fast.
L95735	u4124	m276	AUGUSTO	Let us walk.  From what I understand, Diego has bought a hundred and sixty acres, a marina, a hotel, and an airstrip.
L95734	u4136	m276	GEORGE	What?
L95733	u4124	m276	AUGUSTO	Norman Cay is not a person.  He is an island, George.  In the Bahamas.  From what they say, it is free and it's Diego's new home.
L95661	u4136	m276	GEORGE	My pleasure, Augusto.  Diego has told me much about you.
L95660	u4124	m276	AUGUSTO	Pleased to meet you finally, George.  I am Augusto Oliveras.
L95764	u4124	m276	AUGUSTO	Dejen la maricada pues!  No jodan! Nadie va a matar a nadie!  George, debemos hablarle al Patron, es la unica manera, mano.
L95763	u4141	m276	MIRTHA	Mama, vos sos bien antigua.  Como lo va a matar con un picahielo.  Eso era en su tiempo, estamos casi ya en los ochenta. El lo va a meter un tiro, lo va a volar, le va a hechar un hijueputa carro encima.
L95762	u4124	m276	AUGUSTO	Blanca, por favor.
L95748	u4124	m276	AUGUSTO	Que queres decir.  Que es lo que el va hacer?  Pues, no va hacer nada.
L95747	u4141	m276	MIRTHA	Que va hacer?
L95728	u4124	m276	AUGUSTO	I don't know.  Drunk somewhere.  Try the bar.  And if you find her, tell her to come, it's almost midnight.
L95727	u4141	m276	MIRTHA	Thanks.  I am.  Where's Martha?
L95726	u4124	m276	AUGUSTO	I'm so glad you two could make it. Mirtha, look at you.  So beautiful.  You look like you're about to burst.
L95343	u4136	m276	GEORGE	Which brings me to rule number three: which says, fuck rules one and two, skip bail and take off.
L95342	u4125	m276	BARBARA	George, I went to the doctor.  I don't have two years.
L95341	u4136	m276	GEORGE	What?  You're not going to wait for me?
L95340	u4125	m276	BARBARA	Two years.  George, I can't wait that long.
L95339	u4136	m276	GEORGE	Lawyer says he can plead it down to five years.  I'll serve two.
L95338	u4125	m276	BARBARA	What, and miss all the fun?  C'mon, not a chance.  So, what's the verdict?
L95337	u4136	m276	GEORGE	Baby, you didn't have to come.
L95336	u4125	m276	BARBARA	Surprise.
L95326	u4125	m276	BARBARA	Relax, baby.  We're going to wind up like us.
L95325	u4136	m276	GEORGE	Promise me that we'll never be like them.  I don't want to wind up like that.
L95324	u4125	m276	BARBARA	Oh, they weren't that bad.  I mean, they were kind of cute.
L95323	u4136	m276	GEORGE	Oh my G-d, how embarrassing were they? I wanted to shoot myself.
L95322	u4125	m276	BARBARA	Nice first impression.  A nose bleed in front of your parents.
L95321	u4136	m276	GEORGE	No, not at all.  Sure.  You're right. You fly home and get some rest.
L95320	u4125	m276	BARBARA	Would you be bummed out if I didn't go to Chicago with you?
L95319	u4136	m276	GEORGE	I'm taking you to the doctor when we get home, and I don't want to hear any arguments.
L95318	u4125	m276	BARBARA	I feel like shit.  Me and my frigging nosebleeds.
L95317	u4136	m276	GEORGE	Are you sure you're okay?  You're pale.
L95316	u4136	m276	GEORGE	Okay, guys, we're gonna leave.  Let's get the check.
L95315	u4125	m276	BARBARA	Yeah, I don't feel so well.
L95314	u4136	m276	GEORGE	You wanna split?
L95311	u4125	m276	BARBARA	Oh my G-d, I'm so sorry.
L95310	u4136	m276	GEORGE	Honey, your nose!
L95291	u4136	m276	GEORGE	We'll take it.
L95290	u4125	m276	BARBARA	Are you kidding?
L95289	u4136	m276	GEORGE	Should we buy it?
L95218	u4136	m276	GEORGE	I'm telling you, Derek, it will sell.
L95217	u4125	m276	BARBARA	We're gonna call it California sinsemilla.  Sounds exotic.
L95192	u4136	m276	GEORGE	Yeah.  I am.
L95191	u4125	m276	BARBARA	You happy, baby?
L95190	u4136	m276	GEORGE	Just everything.  You.  California.  The beach.  This spot right here.  I feel like I belong here, you know?  It just feels right.
L95189	u4125	m276	BARBARA	What is?
L95188	u4136	m276	GEORGE	This is it for me.
L95169	u4125	m276	BARBARA	Derek!
L95168	u4136	m276	GEORGE	Nothing like this back home.
L95166	u4125	m276	BARBARA	You'll see for yourself.
L95165	u4136	m276	GEORGE	Are you sure this guy is cool?
L95136	u4136	m276	GEORGE	Yeah.  I am.
L95135	u4125	m276	BARBARA	You happy, baby?
L95134	u4136	m276	GEORGE	Just everything.  You.  California.  The beach.  This spot right here.  I feel like I belong here, you know?  It just feels right.
L95133	u4125	m276	BARBARA	What is?
L95132	u4136	m276	GEORGE	This is it for me.
L95113	u4125	m276	BARBARA	Derek!
L95112	u4136	m276	GEORGE	Nothing like this back home.
L95110	u4125	m276	BARBARA	You'll see for yourself.
L95109	u4136	m276	GEORGE	Are you sure this guy is cool?
L95164	u4125	m276	BARBARA	Look, if you really wanna score some dope, I got the guy.
L95163	u4144	m276	TUNA	Man.  Fuck you guys.  I have this great idea and you guys have to be all skeptical.
L95162	u4125	m276	BARBARA	You can't sell this to your friends.
L95159	u4125	m276	BARBARA	It's garbage.
L95158	u4144	m276	TUNA	I know it's not the greatest.  It's commercial.
L95157	u4125	m276	BARBARA	Tuna, this is crap.
L95108	u4125	m276	BARBARA	Look, if you really wanna score some dope, I got the guy.
L95107	u4144	m276	TUNA	Man.  Fuck you guys.  I have this great idea and you guys have to be all skeptical.
L95106	u4125	m276	BARBARA	You can't sell this to your friends.
L95103	u4125	m276	BARBARA	It's garbage.
L95102	u4144	m276	TUNA	I know it's not the greatest.  It's commercial.
L95101	u4125	m276	BARBARA	Tuna, this is crap.
L96077	u4126	m276	CALIBANOS	So you do have an agreement with the United States Government, Mr. Jung, correct?
L96076	u4136	m276	GEORGE	I'm doing sixty years at Otisville, no chance of parole.  Even if they cut my sentence in half I'll be seventy-three years old.  That's some fucking deal.  I don't know if the parole board, the judge, the pope or Jesus Christ himself can get me out of here.  I have a really bad record, I'm not sure what's going to happen.
L96075	u4126	m276	CALIBANOS	Mr. Jung, don't you have an agreement or understanding with the United States Government in connection with your testimony in this case?
L96074	u4136	m276	GEORGE	Excuse me?
L96073	u4126	m276	CALIBANOS	Really.  Are you getting paid, Mr. Jung?
L96072	u4136	m276	GEORGE	Something about vengance being best served cold.
L96071	u4126	m276	CALIBANOS	Excuse me?
L96070	u4136	m276	GEORGE	No, I cam here out of my own volition.
L96069	u4126	m276	CALIBANOS	Do you have any agreement or understanding whatsoever with the United States government in regards to your testimony?
L96068	u4136	m276	GEORGE	Yes, I am.
L96067	u4126	m276	CALIBANOS	Mr. Jung, you're a convicted felon, correct?
L95659	u4127	m276	CESAR	Diego needs to see you right away, please.  Excuse us, Amorcito.
L95658	u4136	m276	GEORGE	Mirtha.
L95507	u4127	m276	CESAR	Padrino will pay ten-thousand per kilo. For everyone.  For you, and you, and you.
L95506	u4136	m276	GEORGE	I see.  How much?
L95505	u4127	m276	CESAR	You.  Your responsibility is over.  You do not fly.  You are not a pilot.  You are not a distributor.  You introduced us to Mr. Stevens and the use of his airplane.  That is all.  You make a percentage.  A generous one.  And you're lucky to get that.
L95504	u4136	m276	GEORGE	Excuse me?
L95503	u4127	m276	CESAR	Why are you speaking?
L95482	u4136	m276	GEORGE	You're a fucking amateur!
L95481	u4127	m276	CESAR	The coca is my responsibility!
L95480	u4136	m276	GEORGE	It's a lousy fifteen kilos.  I piss fifteen kilos.
L95479	u4127	m276	CESAR	I demand to know everything.  I do not trust six-hundred thousand dollars of coca to someone I don't know.
L95478	u4136	m276	GEORGE	What are we doing here, Diego?  This guy's a clown.  He's talking about clothes.
L95477	u4127	m276	CESAR	I would like to know the contents. Every detail is important.
L95476	u4136	m276	GEORGE	My clothes, your clothes.  What does it matter?
L95475	u4127	m276	CESAR	Whose cloths?  Your clothes?
L95474	u4136	m276	GEORGE	What?  Yeah, sure.
L95473	u4127	m276	CESAR	Hmm.  I see.  Will there be clothes in the suitcase?
L95471	u4127	m276	CESAR	Tell me about the suitcases.  What is the make and the color?
L95470	u4136	m276	GEORGE	What details?  I put the coke in the false bottoms and take it through customs.
L95469	u4127	m276	CESAR	Not so fast.  I would like to go over the details.
L95839	u4136	m276	GEORGE	I know.  She needs to slow down.  She's going to blow an O-ring.
L95838	u4128	m276	DEREK	Christ almighty, George.  Feed her a cheeseburger or something.  What does she weight, eighty pounds?
L95834	u4128	m276	DEREK	That was out of line.
L95833	u4136	m276	GEORGE	For calling you a homo.
L95832	u4128	m276	DEREK	You?
L95831	u4136	m276	GEORGE	It's in the past.  I'm out of the business now, so forget about it.  No hard feelings.  We need to move on.  And besides, I'm sorry, too.
L95830	u4128	m276	DEREK	I lost sight of everything.  Forgot who my friends were.
L95829	u4136	m276	GEORGE	I heard.
L95828	u4128	m276	DEREK	Look, I'm sorry about everything.  I feel like an idiot.  You were right.  I did fuck you.  And then Diego fucked me. Cut me out, too.
L95827	u4136	m276	GEORGE	Yeah.  She told me.
L95826	u4128	m276	DEREK	Happy Birthday, George.  Mirtha invited me.
L95745	u4136	m276	GEORGE	Yeah.  I understand.  Just business. Right.  Fuck you.
L95744	u4128	m276	DEREK	It's nothing personal, George.  Just business.
L95567	u4136	m276	GEORGE	Not bad for a weekend's work, huh?
L95566	u4128	m276	DEREK	Nice doing business with you, George.
L95565	u4136	m276	GEORGE	Half a million for you.  Half a million for me.  One-point-three five for the Colombians.
L95557	u4136	m276	GEORGE	Sell it?
L95556	u4128	m276	DEREK	It's great and everything, but what am I going to do with all this?
L95555	u4136	m276	GEORGE	What did I tell you?
L95285	u4128	m276	DEREK	Don't be ridiculous, these are my babies.
L95284	u4136	m276	GEORGE	Are you sure you want to do this in front of everyone?
L95253	u4136	m276	GEORGE	You guys are such babies.  You want to go home, go.  Me, I'm not going to stop until I find the fucking motherlode.
L95252	u4128	m276	DEREK	I don't think so.
L95226	u4136	m276	GEORGE	Barbara and me.  No one else.
L95225	u4128	m276	DEREK	And I only deal with you?
L95224	u4136	m276	GEORGE	Goodness is right.  If you do the math, that's over thirty grand a week profit. I want you to be my partner on this, Derek.  Fifty-fifty.  That's fifteen thousand a week for you, my friend.  In your pocket, free and clear.
L95223	u4128	m276	DEREK	Goodness.
L95222	u4136	m276	GEORGE	It's already been negotiated.  It's done.  The money is there waiting.
L95221	u4128	m276	DEREK	Come on, George, no one is going to pay that.
L95220	u4136	m276	GEORGE	Here's the best part.  We can charge five-hundred a pound.
L95219	u4128	m276	DEREK	I don't know...
L95216	u4136	m276	GEORGE	Yeah, I know, it's a lot of weight.
L95215	u4128	m276	DEREK	You're kidding, right?  That's a hundred pounds a week.
L95214	u4136	m276	GEORGE	The way we figure it, Barbara flies to Boston twice a week.  Two bags per flight.  Twenty-five pounds in each bag.
L95184	u4128	m276	DEREK	It's your grass.
L95183	u4136	m276	GEORGE	What the fuck is that?
L95182	u4128	m276	DEREK	I guess not.  Okay.  You know, you're very lucky you're friends of Barbie's. If you weren't, I'd never talk to you.
L95181	u4136	m276	GEORGE	We're not cops.  We're from Massachusettes.  I mean, does he look like a cop?
L95180	u4128	m276	DEREK	Because if you are, you have to tell me. If not, it's entrapment.
L95179	u4136	m276	GEORGE	No.
L95178	u4128	m276	DEREK	I know what you want.  But, first of all, are you cops?
L95177	u4136	m276	GEORGE	We want some grass.
L95176	u4128	m276	DEREK	What can I do for you guys?
L95128	u4128	m276	DEREK	It's your grass.
L95127	u4136	m276	GEORGE	What the fuck is that?
L95126	u4128	m276	DEREK	I guess not.  Okay.  You know, you're very lucky you're friends of Barbie's. If you weren't, I'd never talk to you.
L95125	u4136	m276	GEORGE	We're not cops.  We're from Massachusettes.  I mean, does he look like a cop?
L95124	u4128	m276	DEREK	Because if you are, you have to tell me. If not, it's entrapment.
L95123	u4136	m276	GEORGE	No.
L95122	u4128	m276	DEREK	I know what you want.  But, first of all, are you cops?
L95121	u4136	m276	GEORGE	We want some grass.
L95120	u4128	m276	DEREK	What can I do for you guys?
L95858	u4136	m276	GEORGE	Get me a six pack.
L95857	u4129	m276	DETECTIVE #1	What's that?
L95856	u4136	m276	GEORGE	Oh hey, one more thing?
L95855	u4129	m276	DETECTIVE #1	George?  You better get yourself a good lawyer this time.  We're gonna nail your ass to the wall on this one.
L95853	u4136	m276	GEORGE	Fuck you, then.  I sign nothing.
L95852	u4129	m276	DETECTIVE #1	No fucking way.
L95851	u4136	m276	GEORGE	I want my kid out of protective custody. Now.  No fucking around.  My wife and my kid on a plane tonight.  I sign when they call me safe and sound.
L95778	u4130	m276	DIEGO	George, don't be so emotional.  This is business.  Besides, I can't kill you, you are my brother.
L95777	u4136	m276	GEORGE	You'd better kill me now, Diego, because you're a dead man.
L95774	u4136	m276	GEORGE	I talked to Foreal, Diego.
L95773	u4130	m276	DIEGO	No, I never.  I would not do that, George.  Never.
L95772	u4136	m276	GEORGE	You went behind my back and you cut me out.
L95771	u4130	m276	DIEGO	I did not.
L95770	u4136	m276	GEORGE	You fucked me, Diego.
