lineId	chId	mId	chName	dialogue
L462940	u7234	m488	BILLY-BOY	That's him alright.
L462929	u7238	m488	NENA	Forgive me for not ooing cartwheels over commemorative salt and pepper shakers
L462928	u7234	m488	BILLY-BOY	Hey...
L462920	u7238	m488	NENA	No, but it should.
L462919	u7234	m488	BILLY-BOY	It doesn't say that.
L462918	u7238	m488	NENA	Leo.  The stages of the moon are in alignment, so now is a perfect time for a vigorous regimen of self improvement.  Wash yourself more carefully each morning, stop using pies and cakes as your primary source of nourishment, and quit tucking your shirttails inside your underwear.
L462917	u7234	m488	BILLY-BOY	What's mine say?
L462869	u7238	m488	NENA	Oh... okay.
L462868	u7234	m488	BILLY-BOY	I'm back here, aren't I?  So, you don't have to make up a buncha lies to make me feel good about it.
L462867	u7238	m488	NENA	You never heard of physics, Einstein? The laws of physics.  The more ballast we keep closer to the rear tires...
L462866	u7234	m488	BILLY-BOY	Bullshit.
L462865	u7238	m488	NENA	You know, the more weight back there, the faster the car goes.
L462861	u7234	m488	BILLY-BOY	What... what kinda thing is that to say?
L462860	u7238	m488	NENA	Birth control's important.
L462859	u7234	m488	BILLY-BOY	Wha... ?
L462858	u7238	m488	NENA	You been wearing rubbers, Billy-Boy?
L462848	u7238	m488	NENA	It's not gonna happen.
L462847	u7234	m488	BILLY-BOY	Well, I would like to sit in front today.
L462846	u7238	m488	NENA	It's just the way things are, kiddo.
L462845	u7234	m488	BILLY-BOY	Why do I always have to sit in back?
L463205	u7235	m488	CAPTAIN ALBERT	There was a time when you did things the right way, till you hooked up with that fat-assed-boozehound and the soul-sister.
L463204	u7237	m488	KITTLE	You mean taking bribes, and skimming busts and letting hoods walk? You mean not being able to sleep at night after shaking down some honest Joe?
L463203	u7235	m488	CAPTAIN ALBERT	What happened, Kittle?  We used to be friends.  You used to know how the game was played.
L463202	u7237	m488	KITTLE	Maybe.
L463201	u7235	m488	CAPTAIN ALBERT	You going rogue on me?
L463200	u7237	m488	KITTLE	Our resignations.
L463198	u7237	m488	KITTLE	I'm here.  That's all that counts. Watch... you'll enjoy this... it's like magic...
L463197	u7235	m488	CAPTAIN ALBERT	Where have you been?
L463196	u7237	m488	KITTLE	I'm gonna put a great big, ear-to-fucking-ear smile on your face.  How 'bout that?
L463086	u7237	m488	KITTLE	Not like this.  Are you even listening?
L463085	u7235	m488	CAPTAIN ALBERT	There'll be other chances.
L463084	u7237	m488	KITTLE	Hey now, look!  Let's all get on the same page here.  This shipment is do or die for Zimmermann's syndicate; all or nothing.  If we stop the drugs, we don't even have to catch him red-handed.  He's ruined cause his pushers go broke with nothing to sell.  On the other hand, if we fuck this up, it means more zombies crawling the gutters than ever and a morgue that doesn't have a single empty drawer.  More old ladies getting mugged and molested by junk-hungry needle-freaks, and all the while Zimmermann's sitting back and laughing his head off.
L463144	u7238	m488	NENA	Yes, sir.
L463143	u7235	m488	CAPTAIN ALBERT	Well, shake a leg.  Get these files downstairs...  And, quit listening to your fucking voodoo music.
L463142	u7238	m488	NENA	He went to pick up lunch.
L463083	u7238	m488	NENA	We've been chasing this deal six months, and now you're gonna chuck it out the window?
L463082	u7235	m488	CAPTAIN ALBERT	Can't I?
L463081	u7238	m488	NENA	You can't be serious.
L463080	u7235	m488	CAPTAIN ALBERT	It's noon straight up.  Effective immediately, you three work desk jobs till midnight.
L463093	u7236	m488	D.A. RAVICH	Till the last firework fizzles out tonight, detective, you sit a desk. And, after that, I'll decide if you keep your shield.
L463092	u7237	m488	KITTLE	Well... seeing how you just suspended me, what's to stop me from calling you a crazy bastard, you old fart?
L463091	u7236	m488	D.A. RAVICH	You're about an inch away from insubordination!
L463090	u7237	m488	KITTLE	Don't you condescend to tell me how or why to honor Independence Day, and don't tell me I'm overreacting when I'm trying to bust the guy responsible for half the filthy junk coming into this city!
L463078	u7237	m488	KITTLE	What?
L463077	u7236	m488	D.A. RAVICH	Don't bother.  This behavior's gone on too long.  You're suspended.
L463076	u7237	m488	KITTLE	I... I think I can... clarify...
L463075	u7236	m488	D.A. RAVICH	No.  Don't open your mouth!  You <U>honestly</U> think you can explain this to my satisfaction?
L463074	u7237	m488	KITTLE	Well, sir...
L463073	u7236	m488	D.A. RAVICH	And, what... what am I forgetting? Oh, yes... the transvestite junkie whose bullet riddled body came blasting through the front doors of the precinct house!
L463509	u7240	m488	ZIMMERMANN	You think you accomplished something... like you're heroes? Fuck you!   This is meaningless! You'll never win!  You know, as soon as I'm gone... someone's going to take my place.
L463508	u7237	m488	KITTLE	It's our job.
L463507	u7240	m488	ZIMMERMANN	You fuckers... damn you!  Why?!  Why me!?  Why the obsession with me?
L463063	u7240	m488	ZIMMERMANN	Wave that flag, hero.  Keep dreaming those dreams.
L463062	u7237	m488	KITTLE	Your poison's not gonna make it into the veins of any kids this time.
L463059	u7240	m488	ZIMMERMANN	I insist.  What will it be?  Boston Tea Party Clam Chowder, or maybe the Chicken Red, White and Cordon Bleu? No...  There's a special on the menu, today only...  ... <U>roasted</U> <U>pig</U>.
L463058	u7237	m488	KITTLE	"Thanks, but we don't recognize ""brunch"" as an actual meal."
L463053	u7240	m488	ZIMMERMANN	Murderer?  Really?
L463052	u7237	m488	KITTLE	Just 'cause you belong to some fancy-pants club, doesn't make you any less a murderer.
L463051	u7240	m488	ZIMMERMANN	You bust some small-time pimps, whores and dime-bag junkies, like the world's a better place because you're in it.  And for what, Kittle... two hundred and fifty dollars a week? Tell me, how does anyone get so self-rightious when they can barely afford to pay their rent?
L463050	u7237	m488	KITTLE	Couldn't have said it better myself.
L463046	u7240	m488	ZIMMERMANN	Thank you for sharing that charming image.
L463045	u7237	m488	KITTLE	Just wanted to make you aware... before today's over, we'll be standing on top of your mountain of horse and pissing down on you.
L463044	u7240	m488	ZIMMERMANN	What can we do for you, officers? What new, mindless harassments have you planned this morning?
L463520	u7237	m488	KITTLE	Good.  Thought I was imagining them.
L463519	u7238	m488	NENA	Yeah.
L463518	u7237	m488	KITTLE	You see that?
L463486	u7237	m488	KITTLE	Keep 'em busy.
L463485	u7238	m488	NENA	The gang's all here!
L463481	u7237	m488	KITTLE	Well, that's what I heard, and that's what I choose to believe.
L463480	u7238	m488	NENA	I don't think so.
L463479	u7237	m488	KITTLE	When you bunch it together, it's exponentially more powerful.  Two sticks have the power of four sticks. Four sticks have the power of sixteen, and so on.
L463478	u7238	m488	NENA	Do tell.
L463477	u7237	m488	KITTLE	Know what I love about dynamite?
L463476	u7238	m488	NENA	Oh, yeah... the explosion.
L463475	u7237	m488	KITTLE	So there's nobody around to get killed in the explosion.
L463474	u7238	m488	NENA	Why the beach?
L463470	u7237	m488	KITTLE	Billy!  Billy!
L463469	u7238	m488	NENA	You John-Wilkes-Booth-ed him.
L463465	u7237	m488	KITTLE	Who the fuck knows?  We'll find out soon enough.
L463464	u7238	m488	NENA	Think Zimmermann's watching?
L463433	u7238	m488	NENA	Beholden to none.
L463432	u7237	m488	KITTLE	No more counting the big money for someone else.
L463388	u7237	m488	KITTLE	There's not even enough places to stash it in a car.
L463387	u7238	m488	NENA	This much powder you don't throw in the trunk with a blanket over it. It's got to be smuggled.
L463363	u7237	m488	KITTLE	I'm well aware of that.
L463362	u7238	m488	NENA	We're screwed.
L463357	u7238	m488	NENA	It's just a question of how long do we have to slap you silly till you spill the beans.
L463356	u7237	m488	KITTLE	See... now that we know you know, the hard part's done for us.
L463355	u7238	m488	NENA	You suck at lying, Archie.
L463331	u7237	m488	KITTLE	Seatbelts fastened, please.
L463330	u7238	m488	NENA	You're... you're not doing what I think you're doing... ?
L463319	u7238	m488	NENA	You mean, besides the warrant out on us for blowing up our commanding officer?
L463318	u7237	m488	KITTLE	What the hell's his problem?
L463315	u7238	m488	NENA	Who is that... ?
L463314	u7237	m488	KITTLE	Hey-Ho... !  Maybe we're not alone in this thing after all.
L463311	u7238	m488	NENA	Your wish is my command.
L463310	u7237	m488	KITTLE	Get his attention.
L463280	u7237	m488	KITTLE	Maybe it's enough.
L463279	u7238	m488	NENA	Archibald Dobbs; Certified Public Accountant.  But, that's all we got.
L463278	u7237	m488	KITTLE	Come again... ?
L463277	u7238	m488	NENA	A.D. is a C.P.A.
L463276	u7237	m488	KITTLE	How'd we do?
L463275	u7238	m488	NENA	Just got here.
L463274	u7237	m488	KITTLE	Been waiting long?
L463255	u7238	m488	NENA	Sounds good.
L463254	u7237	m488	KITTLE	"Alright... how about you two hit the strip and start knocking some heads together?  Find out who ""A.D."" is.  I got a quick errand to run."
L463253	u7237	m488	KITTLE	Gimmie a minute.
L463252	u7238	m488	NENA	If it is, that's pretty high up on the totem pole.  What do you think?
L463247	u7238	m488	NENA	Chalk up another victory for Billy-Boy's one man war on crime.
L463246	u7237	m488	KITTLE	Dead.
L463245	u7238	m488	NENA	You get him?
L463214	u7237	m488	KITTLE	Out here.  On your knees.
L463213	u7238	m488	NENA	Alright, flesh-peddler, let's see empty hands!
L463194	u7238	m488	NENA	All for one...
L463193	u7237	m488	KITTLE	Let's get this thing done.
L463184	u7237	m488	KITTLE	Whatever goes bang.
L463183	u7238	m488	NENA	Any preferences?
L463172	u7237	m488	KITTLE	Nothing's broke.  Keep sewing.  And quit pacing, you big ox.  You're making me skittish.
L463171	u7238	m488	NENA	You need a doctor.
L463110	u7237	m488	KITTLE	Guys... all we've got is each other. Don't we know that by now?
L463109	u7238	m488	NENA	Yeah, my arms healed up real good, and that's how I wanna keep 'em. That's what I'm trying to tell you.
L463106	u7238	m488	NENA	I know it is, even if you don't.
L463105	u7237	m488	KITTLE	That's not true.
L463104	u7238	m488	NENA	I worked my ass off for my badge, Kittle,  It's the only thing that makes me different from every other slob out there.
L463103	u7237	m488	KITTLE	I can't believe I'm hearing this,
L463102	u7238	m488	NENA	He's right.  We hit the bricks, we walk back triple-fucked.
L463101	u7237	m488	KITTLE	What... ?  Not you too?
L462999	u7238	m488	NENA	Is there nothing in this world you enjoy more than the sound of your own voice?
L462998	u7237	m488	KITTLE	You put your bumper just behind his left tire and then accelerate... make him spin out...
L462997	u7238	m488	NENA	I kinda already figured that, but keep those helpful hints coming.
L462996	u7237	m488	KITTLE	Get closer!  Don't lose him!
L462990	u7237	m488	KITTLE	Okay, okay... hold on.  Don't go getting your panties in a knot...
L462989	u7238	m488	NENA	That's right, white bread.  Give it up.  Right now.
L462988	u7237	m488	KITTLE	Oh yeah?
L462987	u7238	m488	NENA	Can't be worse than you.
L462986	u7237	m488	KITTLE	You think this is so easy?
L462985	u7238	m488	NENA	You... SUCK!  You almost got us all killed!
L462980	u7238	m488	NENA	No, we are <U>not</U> going to do that.
L462979	u7237	m488	KITTLE	I'm gonna get beside.  Nena, you're gonna shoot out his tires.
L462977	u7238	m488	NENA	No you're not.
L462976	u7237	m488	KITTLE	I'm gonna get beside him.
L462970	u7238	m488	NENA	Let's hope.
L462969	u7237	m488	KITTLE	If they crash, maybe he'll run.  You can shoot him in the leg or something.
L462968	u7238	m488	NENA	Shit.  You're right.
L462967	u7237	m488	KITTLE	Hold your horses, sweetpea.  We need Butch Cassidy alive, remember?
L462959	u7238	m488	NENA	Don't crowd him.
L462958	u7237	m488	KITTLE	"Go, go, go!  ""Slow down.""  Make up your mind."
L462957	u7238	m488	NENA	Slow down.
L462956	u7237	m488	KITTLE	We got him.
L462939	u7238	m488	NENA	Absolutely.
L462938	u7237	m488	KITTLE	Alright?
L462935	u7238	m488	NENA	All I'm saying is, your little Bicentennial mementos would be more accurate if there were no holes in the pepper shaker so the pepper couldn't get out.
L462934	u7237	m488	KITTLE	Yeah, well... nobody's perfect.  They couldn't go doing everything at once.
L462933	u7238	m488	NENA	Second of all, the Declaration of Independence was all for liberty and equality, but it didn't do anything about slavery, did it?
L462932	u7237	m488	KITTLE	You know what I mean.
L462931	u7238	m488	NENA	First of all, the Constitution wasn't writtem till 1787...
L462930	u7237	m488	KITTLE	I just think you should show some respect.  I mean, call me old fashioned, but 200 years ago when Ben Franklin and those guys signed the Constitution and Declaration of Independence, they did that so we could all share in the freedom...
L462927	u7237	m488	KITTLE	What are you, communist?  At least numb-nuts here has the courtesy to pretend he likes them.
L462926	u7238	m488	NENA	You're the one with the star-spangled hard-on, not me.
L462925	u7237	m488	KITTLE	You know... you could say thank you.
L462924	u7238	m488	NENA	Yeah... great.
L462916	u7237	m488	KITTLE	Let me see that...  Not bad.
L462915	u7238	m488	NENA	Today you have a rare opportunity to make a big difference in your chosen field.  By your able leadership and with great conviction and strength of character, you will come up a winner.
L462914	u7237	m488	KITTLE	Look out!  Jupiter and Saturn'll get you every fucking time.
L462913	u7238	m488	NENA	"Yeah, non-believer?  Here's yours...  ""Scorpio, October 24 to November 22: Jupiter is in conflict with Saturn, so proceed with caution..."""
L462912	u7237	m488	KITTLE	Why do you bother with that mumbo-jumbo crap?  Some fruitcake's writing it between bong hits, making it up as he goes, and you're actually taking the time to read it.
L462886	u7237	m488	KITTLE	Going into Zimmermann's pipeline.
L462885	u7238	m488	NENA	Arriving tonight
L462882	u7237	m488	KITTLE	You are such a disappointment, Benny.
L462881	u7238	m488	NENA	Pure horse.
L462873	u7238	m488	NENA	Whoops... don't mind me.  Go ahead and finish up.
L462872	u7237	m488	KITTLE	Pardon me... my mistake.  Taking your thoughts in hand, huh... ?
L463131	u7239	m488	POP-SWEET	Well, let me tell you how it is...
L463130	u7237	m488	KITTLE	"The way Zimmermann takes such good care of you and this drug-peddling ""escort service"" of yours, I figure you got the scoop on the pharmaceuticals arriving tonight."
L463129	u7239	m488	POP-SWEET	Yeah?  So, what do you want to ask today that I can't answer?  I'm a busy man.
L463128	u7237	m488	KITTLE	They're... around.
L463127	u7239	m488	POP-SWEET	Where's your pet gorilla and the female Uncle Tom?
L463126	u7237	m488	KITTLE	That's the problem with expensive tastes... the more you got, the more you got to lose.
L463125	u7239	m488	POP-SWEET	This shit was Ming.
L463123	u7237	m488	KITTLE	So are you, Pop-Sweet.  That's why...
L463122	u7239	m488	POP-SWEET	It's one of a kind.
L463121	u7237	m488	KITTLE	You always did have style.
L650059	u8870	m603	AARON	Who can say the hope of redemption dies with our last breath...? They must see what the legacy has wrought - Diedre, withered inside herself Carlotta, killing and stunting her own flesh and blood...  surely they sense the child you carry - and the life it might lead in Lashers grasp...   Maybe, in death, they feel remorse for the evil they embraced in life...?!
L650058	u8880	m603	ROWAN	But it doesn't make sense.  They - they used Lasher...  they conspired with him.
L650057	u8870	m603	AARON	You've always said you felt goodness in them - that the witches brought you and Rowan together.  Isn't that right...?  They're reaching out to you, Rowan!
L650055	u8880	m603	ROWAN	But why would they do that...?
L650054	u8870	m603	AARON	With his hands!
L649960	u8870	m603	AARON	Two heartbeats.
L649959	u8880	m603	ROWAN	Two what...?
L649958	u8870	m603	AARON	There are two.
L649957	u8880	m603	ROWAN	I wish everyone would stop commenting on my health.  I'm the doctor.
L649956	u8870	m603	AARON	Are you alright...?  You look pale.
L649818	u8880	m603	ROWAN	Lasher is my legacy - not Michael's.   Aaron, I've seen the pain in Michael.  I can't bear to see anymore.   He's not to know.  Swear to me.
L649817	u8870	m603	AARON	Lasher will act, Rowan.  Whatever it is he wants - he's waited three hundred years to have it.   facing him alone...  I don't like -
L649815	u8870	m603	AARON	But you've not told Michael.
L649814	u8880	m603	ROWAN	I have seen him again.  Last night.
L649794	u8870	m603	AARON	I've grown very fond of you you and Michael both.
L649793	u8880	m603	ROWAN	You've been shadowing the family for thirty years.  It's only fitting you give one af us away.
L649792	u8870	m603	AARON	Thank you for this honor, my dear.
L649661	u8880	m603	ROWAN	Michael - you loved that house as a child.  You could work again! You could make it ours. We'll sweep out the horror.  And Lasher with it!
L649660	u8870	m603	AARON	Going away doesn't mean you leave Lasher behind. He was on Rowan's deck - and the plane...  geography seems irrelevant now.
L649651	u8870	m603	AARON	A spacial entity.  An organized energy.  something that precedes our definition of existence.
L649650	u8880	m603	ROWAN	Then what is he...?
L649649	u8870	m603	AARON	Many times over the past thirty years. Why he shows himself to me, I don't know but Lasher's not some mindless wraith.
L650156	u8879	m603	MICHAEL	You have to warn her - this second! I'm catching the next flight back!
L650155	u8870	m603	AARON	Rowan...
L650152	u8879	m603	MICHAEL	He chose ME for ROWAN --- when I was a child!
L650151	u8870	m603	AARON	What are you talk---
L650150	u8879	m603	MICHAEL	Aaron - lieten to me...  It's been Lasher - from the start!
L650141	u8870	m603	AARON	Every day  twice.
L650140	u8879	m603	MICHAEL	I'll probably be back in a week...but I can't spend Christmas in that house.   you'll check on her - every day...?
L650138	u8879	m603	MICHAEL	Then tell me.  Is it Lasher....
L650137	u8870	m603	AARON	Nothing was ever more false.
L650136	u8879	m603	MICHAEL	on't know what else to do.  Maybe I just don't belong in her life.  well - I'm already out of her life.
L650053	u8870	m603	AARON	Yes - and you have.  Do you see...?  He was passing over into death - but the witches sent him back - to the one person they knew had the power to save him... and they gave him the power to show you what no one else could...
L650052	u8879	m603	MICHAEL	Go back, Michael.  Do what you can...
L650051	u8870	m603	AARON	What have the witches always asked of you...?
L650004	u8879	m603	MICHAEL	NO!  she's pregnant, Aaron.  she's got that to deal with - and the clinic.. she is not to hear about this.   don't you think I know she spends half her lite worrying about me...  Listening to my heart, aren't you...?  The Timex still ticking...?
L650003	u8870	m603	AARON	Michael, Rowan should -
L650002	u8879	m603	MICHAEL	Don't tell Rowan about this.
L649752	u8870	m603	AARON	Then focus on how you feel about her. Because your feelings define you.   Take off your gloves, Michael.
L649751	u8879	m603	MICHAEL	Rowan.
L649750	u8870	m603	AARON	There is a difference between sensing danger - and being afraid.  what defines you in the landscape, Michael...?  what anchors your life...? Your work...?  Your creativity...?
L649749	u8879	m603	MICHAEL	No scaredy-cats in the Talamasca, huh...?
L649653	u8870	m603	AARON	A spirit.  Perhaps evil...   ...and he has come to you- with Diedre gone - you've... inherited him.
L649652	u8879	m603	MICHAEL	A what...?
L649520	u8870	m603	AARON	Come.  There is a lot to read
L649519	u8879	m603	MICHAEL	I - r saw him as a child.  Lots of times...  But no one else did.
L649517	u8879	m603	MICHAEL	You sound certifiable. Yon know that.
L649516	u8870	m603	AARON	I ask only that you stay here, long enough to be - educated.  A few hours.
L649511	u8879	m603	MICHAEL	Rowan's mother died at childbirth. And she doesn't have. any family.
L649510	u8870	m603	AARON	With her family.  Rowan's mother died yesterday.
L649509	u8879	m603	MICHAEL	How do you know about Rowan ...?  I didn't --- Cemetery...?
L649508	u8870	m603	AARON	Rowan's already called the hotel, Michael.  At the cemetery by now, I would guess.
L649507	u8879	m603	MICHAEL	Jesus I've got - to get to the ho--
L649952	u8871	m603	BEATRICE	It's over a month.    The police say it happens all the time.
L649951	u8880	m603	ROWAN	I'm sure he's alright, Bea. They'll find him somewhere.
L649787	u8871	m603	BEATRICE	C'mon now - give a little nod to Mayfair tradition.
L649786	u8880	m603	ROWAN	Then you wear it.
L649785	u8871	m603	BEATRICE	'The heir to the fortune must wear the Mayfair pendant an her wedding day.'  We should all have to suffer such burdens.
L649784	u8880	m603	ROWAN	I don't want it.
L649783	u8871	m603	BEATRICE	Always give the crovd a taste, darling.  Now - Ryan said I'm supposed to make sure -
L649719	u8871	m603	BEATRICE	In the bayou, they have a saying... 'You choose the music for the dance - but fortune picks your partner.'   Darling, I'd say you're on a roll.
L649718	u8880	m603	ROWAN	Mm-hmm.    Seems & lot longer.
L649717	u8871	m603	BEATRICE	You two sees like a perfect fit.   Only two mounths...?
L649705	u8880	m603	ROWAN	Nothing worse than a common tool.
L649704	u8871	m603	BEATRICE	Aren't they gauche...?   Those steel things are so - common.
L649703	u8871	m603	BEATRICE	Gifford - that box glued to your hands...?
L649702	u8880	m603	ROWAN	He made that quite clear, yes.
L649701	u8871	m603	BEATRICE	I hope Ryan explained that if you stay in this town, you're shackled with pushy relations for the rest of your life.
L649480	u8880	m603	ROWAN	I want to see my mother.
L649479	u8871	m603	BEATRICE	Rowan - I'm Beatrice Maytair.  Your cousin.  Deedee...you'r mother and I - we - we grew up together.
L649802	u8875	m603	GIFFORD	Hell - Julien believed it... Carlotta too... and god knows, more than a few of us called her a witch!
L649801	u8871	m603	BEATRICE	Gifford Mayfair - I'll cook your tongue on a spit!    witches!
L649800	u8875	m603	GIFFORD	"I'm not saying I believe it...but I heard it 'nough times to know somebody did.   They made a deal with the devil.  Y'know - ""make us rich"" - worship the number thirteen - the whole bit.  And some stuff about 'bringing them all back through a door...'"
L649799	u8871	m603	BEATRICE	You babbling that nonsense - now...? This is a wedding.
L649497	u8871	m603	BEATRICE	Giff - shuttup.    you're mother was a sweet child, Rowan... A lost little girl in a world too full at things
L649496	u8875	m603	GIFFORD	In certain cases, hell is the operative word.
L649495	u8871	m603	BEATRICE	Down here. darling, we figure: If you're taking a trip to God knows where - might as well have one hell of a going-away party.
L649609	u8880	m603	ROWAN	I'm NOT like you!  I'm NOT! You're cruel -
L649608	u8872	m603	CARLOTTA	Did you like it...? Looking down at Graham and knowing what you could do...?
L649606	u8872	m603	CARLOTTA	But I had to use my hands.  None before you could kill with their mind.  Graham, my dear.  Your uncle...?
L649605	u8880	m603	ROWAN	You - are - a - murderer.
L649604	u8872	m603	CARLOTTA	...and why I put thirty years between you and the beautiful monster. To kill the legacy!    you are the sum of his desires -
L649603	u8880	m603	ROWAN	You're mad!  Your mind is sick!
L649602	u8872	m603	CARLOTTA	And that is why I pushed your grandmother onto the stones - even as she had him inside her...
L649599	u8880	m603	ROWAN	ENOUGH!!!
L649598	u8872	m603	CARLOTTA	Witches. Rowan.  that is what we are.
L649597	u8880	m603	ROWAN	Stop it!
L649596	u8872	m603	CARLOTTA	Just like your mother - and all the others that felt him - and used his power - and went to hell with a smile!
L649595	u8880	m603	ROWAN	It wes a dream...!
L649594	u8872	m603	CARLOTTA	Lasher touched you and you loved it.
L649591	u8880	m603	ROWAN	'He'...?
L649590	u8872	m603	CARLOTTA	He's shown himself to you... on the deck.  In the storm.
L649589	u8872	m603	CARLOTTA	You have the Mayfair eyes.   Tell me, Rowan --- what have those eyes seen that the mind can't fathom...?
L649588	u8880	m603	ROWAN	Why are you doing this...?  Handing out these horrors! Why...?!!
L649587	u8872	m603	CARLOTTA	Antha...your grandmother...her life ended there, on the stones. Head split open like a melon.
L649586	u8880	m603	ROWAN	You're a monster.
L649585	u8872	m603	CARLOTTA	She didn't feel them
L649584	u8880	m603	ROWAN	You kept her in this filth in restraints...?.
L649573	u8872	m603	CARLOTTA	Put your hatred for me aside, so you can clearly see what is ahead-
L649572	u8880	m603	ROWAN	Better than most, I suppose.
L649571	u8872	m603	CARLOTTA	You can see well in the dark, Rowan.
L649570	u8880	m603	ROWAN	The lamplight.  That's all.
L649569	u8872	m603	CARLOTTA	What is it...?
L649546	u8872	m603	CARLOTTA	And this - if you decide to take the rest.
L649545	u8880	m603	ROWAN	Eighty million doll --- ?
L649544	u8872	m603	CARLOTTA	Other properties as well - here and in Europe.  And vest holdings - in sugar, oil, gold, electronics.  Liquid funds over eighty million.  tmpcssible to put a figure on it all. All yours now.
L649543	u8880	m603	ROWAN	I don't want the -
L649526	u8880	m603	ROWAN	There are things I have to know!
L649525	u8872	m603	CARLOTTA	I'm tired.  I need to rest.
L649524	u8880	m603	ROWAN	I might as well be Rowan Smith - or Jones!   you cut me off from every -
L649523	u8872	m603	CARLOTTA	A Mayfair it ever I saw one.
L649522	u8880	m603	ROWAN	She was alive all these years... You NEVER let me know her. Who gave you that right...?!
L649486	u8872	m603	CARLOTTA	In the coffin, my dear.  where else...?
L649485	u8880	m603	ROWAN	I want to see my mother.  Where is she...?
L649484	u8872	m603	CARLOTTA	You came.    I'm your Aunt Carlotta, my dear.
L649454	u8880	m603	ROWAN	I'm coming down there!!  And it you put my mother in the ground betore I arrive, you'll wish you'd never seen my face!  IS THAT UNDERSTOOD...?!
L649453	u8872	m603	CARLOTTA	Out of the question      Rowan, coming here will not change the -
L649452	u8880	m603	ROWAN	When is the funeral...?   I am coming to my mother's funeral!!
L649451	u8872	m603	CARLOTTA	A very tired one.  I've been up all night - and I would .like to rest before the funeral.     Have your lawyer -
L649450	u8880	m603	ROWAN	What's the matter with you...?! What kind of person are you...?!
L649449	u8872	m603	CARLOTTA	It was quite warranted by the - situation.    I realize this is a shock, but really, Rowan - you never even knew her. It's not as if you've suffered some great -
L649448	u8880	m603	ROWAN	Who the hel1 -
L649447	u8872	m603	CARLOTTA	I had you sent away.
L649446	u8880	m603	ROWAN	-Ellie said she died when I was BORN!  She's been alive...? ALL THIS TIME...? Why have I been lied to when -
L649445	u8872	m603	CARLOTTA	I under5tand.  All the same
L649444	u8880	m603	ROWAN	But my mother...  Ellie said she died -
L649443	u8872	m603	CARLOTTA	Yes.    Listen carefully, Rowan. Have your attorney contact me at once. There are matters of immediate -
L649442	u8880	m603	ROWAN	My...mother...?
L649441	u8872	m603	CARLOTTA	Diedre Mayfair was your mother.
L649440	u8880	m603	ROWAN	I don't have any aunts - and I've never heard of a 'Carlotta' - or, for that matter - a 'Diedre'!  Just who -
L649439	u8872	m603	CARLOTTA	This is your aunt.  Carlotta Mayfair.  In New Orleans.
L649438	u8880	m603	ROWAN	Who is this...?
L649437	u8872	m603	CARLOTTA	When did she die...?
L649436	u8880	m603	ROWAN	I beg your par---
L649433	u8872	m603	CARLOTTA	I wish to speak to Ellie Mayfair.
L649432	u8880	m603	ROWAN	Rowan Mayfair.  Who's calling...?
L649431	u8872	m603	CARLOTTA	Who is this...?
L649430	u8880	m603	ROWAN	Hello...?  Who is this...?
L649429	u8872	m603	CARLOTTA	E11ie - Diedre died at five o'clock this morning.    Obviously, there are 1egal matters.  Your discretion will be -
L650230	u8873	m603	DEBORAH	Now, lasher - it is our time.
L650229	u8884	m603	SUZANNE	Lasher - bring us through!
L649997	u8884	m603	SUZANNE	Michael...  Help us...  The door!
L649996	u8873	m603	DEBORAH	Michael...  Do what you can.
L649285	u8884	m603	SUZANNE	Help us.  Do what you can.
L649284	u8873	m603	DEBORAH	The door, Michael.  find the key...
L649283	u8884	m603	SUZANNE	Go back, MICHAEL... Go Back
L649223	u8884	m603	SUZANNE	Wind - I love you with that which is endless within me.  Bring me your eyes - your touch - your voice...
L649222	u8873	m603	DEBORAH	Mum...  Oh Mum, God will surely strike us -
L649256	u8880	m603	ROWAN	He's herniating!  Forget OR.  He's dead batore he's oft the elevator Get me a trephine tray -  Anesthesia - stat!  We need him intubated and blow down!
L649255	u8874	m603	DOCTOR	I'll tell OR we're bringing -
L649254	u8880	m603	ROWAN	Massive subdural hamatoma.  We have to evacuat it - right now.
L649253	u8880	m603	ROWAN	He just went out like & light-
L649252	u8874	m603	DOCTOR	uh - then he - be just -
L649251	u8880	m603	ROWAN	FAST.
L649250	u8874	m603	DOCTOR	- and he seemed okay.  Just banged his -
L649246	u8880	m603	ROWAN	Anybody got a BP yet...?
L649245	u8874	m603	DOCTOR	Parents say he - uh - fell -
L650222	u8880	m603	ROWAN	No!   Don't!  Lasher!!!
L650221	u8876	m603	LASHER	Rowan and I will be together now. My time has come.  Your time is gone.
L650191	u8876	m603	LASHER	Ju1ien was your father   Your great-grandfather - your grandfather - and your father. All one in the same...  That is why he fought carlotta for your life.
L650190	u8880	m603	ROWAN	Oh god...
L650189	u8876	m603	LASHER	They want to come back.    We have a pact - of mutual desire and  consent.  The Mayfairs ar. a beautiful tapestry.  I have weaved you all together - from the start.   I brought Petyr Van Abel to Suzanne.  He had genius in him.  Scientific, precise.  It was a perfect start. And on  it has gone - father to mother... sister to brother... father to daughter...
L650188	u8880	m603	ROWAN	The portraits, Lasher.  Why are the witches always before a door...? Tell me, Lasher.  Now!
L650187	u8876	m603	LASHER	It was an accident.   Gifford, too.
L650186	u8880	m603	ROWAN	Aaron was in the dream.  A dream tilled with spirits.   you killed him, didn't you...?
L650111	u8876	m603	LASHER	Tell me what I am, Rowan.
L650110	u8880	m603	ROWAN	No!
